Date,Startup_Name,Sector,City,Funding_Type,Funding_Amount,Education_Background,Age_Group,Professional_Background,Gender_Mix,Initial_Investment,Burn_Rate,Revenue_Model,Customer_Type,City_Tier,Competition_Level,No_of_CoFounders,Status,Survival_Duration_Years
04/10/2018,Grover Zampa,Food,Mumbai,Private Equity,"82,00,000",IIT,20-29,Engineer,Male-Dominated,3.44,Low,B2C,B2C,Tier 1,High,4,Unicorn,9
05/10/2018,Droom,Automobile,Gurgaon,Series E,"30,00,000",IIM,40-49,Consultant,Male-Dominated,1.32,Medium,B2C,B2C,Tier 3,Low,3,Failed,10
11/10/2018,Innov8,Real Estate,New Delhi,Pre-Series A,"40,00,000",IIM,30-39,Engineer,Male-Dominated,3.73,High,Mixed,Mixed,Tier 3,High,3,Active,12
12/10/2018,Blackbuck,Logistics Tech,Bengaluru,Private Funding,"1,46,80,000",IIT,50-59,Engineer,Male-Dominated,1.4,Medium,B2B,B2B,Tier 3,High,3,Failed,8
12/10/2018,LetsTransport,Logistics Tech,Bengaluru,Series C,"1,20,00,000",IIT,40-49,Engineer,Female-Dominated,3.95,High,B2B,B2B,Tier 3,High,3,Failed,9
01/09/2018,Netmeds,Consumer Internet,Chennai,Private Equity,"3,50,00,000",IIT,30-39,Engineer,Male-Dominated,2.16,Medium,Mixed,Mixed,Tier 2,High,3,Unicorn,13
03/09/2018,Udaan,B2B Platform,Bengaluru,Private Equity,"22,50,00,000",Harvard,20-29,Corporate,Male-Dominated,0.53,Low,B2C,B2C,Tier 3,Low,3,Active,7
03/09/2018,Daily hunt,Consumer Internet,Bengaluru,Private Equity,"63,90,000",IIM,30-39,Consultant,Male-Dominated,1.36,Low,B2C,B2C,Tier 3,Medium,3,Acquired,14
04/09/2018,3HCare,Healthcare,Delhi,Seed / Angel Funding,"10,00,000",Arts,50-59,Corporate,Male-Dominated,4.24,Low,B2C,B2C,Tier 1,High,1,Unicorn,2
04/09/2018,HappyGoEasy,Consumer Internet,Gurugram,Private Equity,,IIT,20-29,Engineer,Mixed,1.5,Low,B2B,B2B,Tier 3,High,2,Acquired,14
05/09/2018,Nykaa,Consumer Internet,Mumbai,Private Equity,"15,72,00,000",IIT,30-39,Entrepreneur,Mixed,1.49,Low,B2C,B2C,Tier 1,High,4,Active,7
05/09/2018,Mad Street Den,Technology,Chennai,Private Equity,,Stanford,20-29,Entrepreneur,Female-Dominated,4.63,Low,B2B,B2B,Tier 2,Low,2,Unicorn,13
06/09/2018,Dream11,Consumer Internet,Mumbai,Private Equity,"10,00,00,000",IIM,30-39,Consultant,Mixed,0.98,Low,B2B,B2B,Tier 1,Low,5,Acquired,7
10/09/2018,MamaEarth,Healthcare,Gurugram,Private Equity,"40,00,000",Commerce,20-29,Engineer,Male-Dominated,1.2,Low,B2C,B2C,Tier 3,Medium,3,Active,4
11/09/2018,AutoGrid,Technology,Bengaluru,Private Equity,"3,20,00,000",Dropout,40-49,Corporate,Male-Dominated,3.65,Low,B2B,B2B,Tier 3,High,5,Active,1
11/09/2018,Pharmeasy,Consumer Internet,Mumbai,Debt Funding,"55,00,000",Arts,30-39,Consultant,Male-Dominated,1.99,High,Mixed,Mixed,Tier 1,High,4,Failed,14
11/09/2018,Upwards,Fin-Tech,Mumbai,Private Equity,"50,00,000",MBA,50-59,Corporate,Male-Dominated,4.55,Low,B2B,B2B,Tier 1,Medium,3,Unicorn,13
12/09/2018,Kissht,Fin-Tech,Mumbai,Private Equity,"3,00,00,000",IIT,30-39,Engineer,Male-Dominated,0.86,High,B2C,B2C,Tier 1,Low,4,Active,4
01/08/2018,dishq,Food-Tech,Bengaluru,Seed/ Angel Funding,"4,00,000",IIT,20-29,Corporate,Male-Dominated,1.31,High,Mixed,Mixed,Tier 3,Low,2,Acquired,2
01/08/2018,HealthFin,Finance,Pune,Seed/ Angel Funding,,IIM,20-29,Engineer,Male-Dominated,4.56,High,B2B,B2B,Tier 2,Medium,2,Acquired,8
02/08/2018,Samosa Labs,Consumer Internet,Hyderabad,Private Equity,"70,00,000",IIM,40-49,Engineer,Female-Dominated,0.34,Medium,Mixed,Mixed,Tier 2,Low,5,Failed,3
03/08/2018,ZiffyHomes,Consumer Internet,Gurugram,Private Equity,"1,20,000",IIM,20-29,Corporate,Male-Dominated,3.03,High,Mixed,Mixed,Tier 3,Low,1,Unicorn,15
07/08/2018,My OmNamo,Consumer Internet,Mumbai,Seed/ Angel Funding,"10,00,000",Stanford,30-39,Corporate,Mixed,4.46,Low,B2B,B2B,Tier 1,Medium,1,Failed,3
07/08/2018,ShopX,Consumer Internet,Bengaluru,Private Equity,"3,50,00,000",MBA,30-39,Engineer,Female-Dominated,3.71,Low,Mixed,Mixed,Tier 3,Medium,5,Acquired,14
07/08/2018,MakeMyTrip,Consumer Internet,Gurugram,Private Equity,"1,00,00,000",Dropout,20-29,Teacher,Male-Dominated,0.75,Low,B2C,B2C,Tier 3,High,4,Unicorn,10
08/08/2018,Hansel io,Consumer Internet,Bengaluru,Seed/ Angel Funding,"40,00,000",IIM,30-39,Engineer,Male-Dominated,1.53,Low,B2B,B2B,Tier 3,Medium,3,Active,13
08/08/2018,Metro Bikes,Consumer Internet,Bengaluru,Private Equity,"1,22,00,000",IIM,40-49,Consultant,Male-Dominated,0.19,Medium,B2C,B2C,Tier 3,Low,5,Failed,6
08/08/2018,Phone Pe,Consumer Internet,Bengaluru,Private Equity,"6,60,00,000",IIM,20-29,Engineer,Mixed,1.96,Medium,B2B,B2B,Tier 3,Medium,4,Failed,13
09/08/2018,quizizz,Ed-Tech,Bengaluru,Seed/ Angel Funding,"30,00,000",Commerce,20-29,Engineer,Female-Dominated,1.54,High,Mixed,Mixed,Tier 3,Low,2,Acquired,2
09/08/2018,Happy EMI,Fin-Tech,Bengaluru,Seed/ Angel Funding,"10,00,000",Commerce,40-49,Consultant,Male-Dominated,0.95,Low,B2B,B2B,Tier 3,Medium,1,Acquired,15
13/08/2018,Inthree,Consumer Internet,Chennai,Seed/ Angel Funding,"40,00,000",IIM,20-29,Engineer,Mixed,1.92,Medium,B2C,B2C,Tier 2,High,3,Unicorn,9
13/08/2018,Observe AI,Technology,Bengaluru,Private Equity,"80,00,000",IIM,20-29,Entrepreneur,Male-Dominated,2.9,Medium,Mixed,Mixed,Tier 3,Low,3,Active,9
16/08/2018,Enakshi,Consumer Internet,Ahemadabad,Seed/ Angel Funding,"1,14,811",IIT,50-59,Consultant,Male-Dominated,3.47,High,Mixed,Mixed,Tier 3,Low,1,Unicorn,6
17/08/2018,EazyDiner,Consumer Internet,Gurugram,Private Equity,"58,50,000",Arts,30-39,Entrepreneur,Mixed,2.21,Low,B2C,B2C,Tier 3,High,3,Acquired,15
20/08/2018,Finzy,Finance,Bengaluru,Seed / Angel Funding,"10,00,000",IIT,20-29,Engineer,Male-Dominated,2.05,Medium,Mixed,Mixed,Tier 3,Low,2,Failed,10
20/08/2018,RawPressery,Consumer Internet,Mumbai,Debt Funding,"48,00,000",Arts,20-29,Consultant,Male-Dominated,1.64,Medium,B2B,B2B,Tier 1,High,3,Active,13
22/08/2018,Pi Ventures,Technology,Bengaluru,Private Equity,"60,00,000",MBA,20-29,Teacher,Female-Dominated,0.55,Low,B2B,B2B,Tier 3,Low,5,Active,13
22/08/2018,Revv,Consumer Internet,Gurugram,Private Equity,"1,42,70,000",Arts,20-29,Corporate,Female-Dominated,2.39,Medium,B2B,B2B,Tier 3,Medium,5,Active,10
26/08/2018,ZestMoney,Consumer Internet,Bengaluru,Private Equity,"1,34,00,000",IIT,30-39,Entrepreneur,Mixed,4.89,High,B2B,B2B,Tier 3,High,4,Unicorn,8
26/08/2018,Shubh Loans,Fin-Tech,Bengaluru,Private Equity,"42,00,000",Harvard,40-49,Engineer,Male-Dominated,0.72,Low,Mixed,Mixed,Tier 3,Low,3,Failed,10
27/08/2018,MyUpchar,Healthcare,Delhi,Private Equity,"50,00,000",IIT,20-29,Engineer,Male-Dominated,2.28,Medium,B2B,B2B,Tier 1,Medium,2,Acquired,1
28/08/2018,Narvar,IT,Bengaluru,Private Equity,"30,00,000",Stanford,40-49,Consultant,Female-Dominated,3.02,Medium,Mixed,Mixed,Tier 3,Low,3,Acquired,3
30/08/2018,True North,Finance,Mumbai,Private Equity,"60,00,00,000",IIT,40-49,Entrepreneur,Mixed,2.98,Medium,Mixed,Mixed,Tier 1,Low,3,Acquired,3
01/07/2018,Leena AI,Technology,Gurugram,Seed/ Angel Funding,,MBA,20-29,Engineer,Male-Dominated,3.85,Medium,B2B,B2B,Tier 3,High,1,Active,14
02/07/2018,Biryani By Kilo,Consumer Internet,Gurugram,Seed/ Angel Funding,"10,00,000",MBA,20-29,Entrepreneur,Male-Dominated,0.15,Medium,Mixed,Mixed,Tier 3,Medium,2,Unicorn,8
04/07/2018,Anchanto,IT,Pune,Private Equity,"40,00,000",Harvard,30-39,Engineer,Male-Dominated,3.25,High,Mixed,Mixed,Tier 2,High,2,Active,11
05/072018,Loan Tap,Consumer Internet,Mumbai,Private Equity,"62,50,000",MBA,30-39,Engineer,Male-Dominated,4.4,High,Mixed,Mixed,Tier 1,Medium,3,Failed,1
06/07/2018,PolicyBazaar,Consumer Internet,Gurugram,Private Equity,"2,77,00,000",IIT,40-49,Teacher,Male-Dominated,2.1,Medium,B2B,B2B,Tier 3,Medium,4,Acquired,1
09/07/2018,zippserv,Consumer Internet,Bengaluru,Seed/ Angel Funding,"4,40,000",Stanford,50-59,Entrepreneur,Mixed,4.28,Medium,Mixed,Mixed,Tier 3,Low,2,Failed,6
09/07/2018,Groww,Consumer Internet,Bengaluru,Seed/ Angel Funding,"11,00,000",IIM,30-39,Consultant,Female-Dominated,3.12,Low,Mixed,Mixed,Tier 3,Medium,3,Acquired,14
10/07/2018,Avenue Growth,Consumer Internet,Gurugram,Seed/ Angel Funding,"4,37,000",IIM,30-39,Engineer,Male-Dominated,1.54,Low,Mixed,Mixed,Tier 3,Low,1,Acquired,2
10/07/2018,iNICU,Healthcare,Delhi,Seed/ Angel Funding,,IIT,20-29,Engineer,Mixed,3.87,Medium,B2C,B2C,Tier 1,Low,1,Unicorn,7
10/07/2018,Kinara Capital,Finance,Bengaluru,Private Equity,"50,00,000",MBA,30-39,Corporate,Male-Dominated,4.58,Low,B2B,B2B,Tier 3,Medium,4,Acquired,1
10/07/2018,Shop 101,Consumer Internet,Mumbai,Private Equity,"50,00,000",MBA,40-49,Engineer,Male-Dominated,3.13,High,B2B,B2B,Tier 1,Medium,2,Failed,7
11/07/2018,Sambandh,Consumer Internet,Rourkela,Private Equity,"25,00,000",Commerce,20-29,Consultant,Male-Dominated,0.82,Low,Mixed,Mixed,Tier 3,Medium,2,Active,8
12/07/2018,19th mile,IT,Gurugram,Seed/ Angel Funding,"1,80,000",IIM,30-39,Entrepreneur,Mixed,3.77,High,B2B,B2B,Tier 3,Medium,2,Active,1
12/07/2018,5th Vital,Healthcare,Bengaluru,Seed/ Angel Funding,"5,00,000",Stanford,30-39,Consultant,Mixed,2.72,High,Mixed,Mixed,Tier 3,High,2,Failed,7
13/07/2018,MEngage,Healthcare,Jaipur,Seed/ Angel Funding,"1,75,000",IIM,40-49,Engineer,Male-Dominated,2.96,Medium,Mixed,Mixed,Tier 3,Low,2,Failed,5
17/07/2018,Ofbusiness,Finance,Gurugram,Private Equity,"2,90,00,000",MBA,40-49,Teacher,Male-Dominated,3.54,High,Mixed,Mixed,Tier 3,Low,5,Failed,4
17/07/2018,Cars24,Consumer Internet,Gurugram,Private Equity,"4,97,00,000",IIT,50-59,Entrepreneur,Female-Dominated,3.58,High,B2C,B2C,Tier 3,Medium,5,Acquired,5
18/07/2018,The Ken,Consumer Internet,Bengaluru,Seed/ Angel Funding,"15,00,000",Stanford,30-39,Corporate,Male-Dominated,4.09,High,B2B,B2B,Tier 3,Medium,2,Unicorn,7
19/07/2018,Book My Show,Consumer Internet,Mumbai,Private Equity,"10,00,00,000",IIT,40-49,Engineer,Mixed,1.27,Medium,B2C,B2C,Tier 1,High,4,Active,5
20/07/2018,HousingMan,Consumer Internet,Bengaluru,Seed/ Angel Funding,"15,00,000",Stanford,40-49,Consultant,Mixed,1.8,High,B2B,B2B,Tier 3,Medium,4,Unicorn,14
21/07/2018,PaySense,Consumer Internet,Mumbai,Private Equity,"1,80,00,000",Arts,20-29,Corporate,Mixed,2.4,Low,B2B,B2B,Tier 1,Medium,5,Acquired,9
23/07/2018,Yulu Bikes,Technology,Bengaluru,Seed/ Angel Funding,,IIT,20-29,Consultant,Male-Dominated,1.03,Low,B2B,B2B,Tier 3,High,2,Active,12
23/07/2018,VTION,Technology,Gurugram,Seed/ Angel Funding,"2,80,000",IIT,30-39,Consultant,Mixed,4.55,High,B2B,B2B,Tier 3,Low,1,Active,15
23/07/2018,Log9 Materials,Technology,Bengaluru,Seed/ Angel Funding,"4,36,000",IIM,30-39,Engineer,Male-Dominated,3.36,Medium,B2C,B2C,Tier 3,High,1,Failed,5
24/07/2018,kidovators,Ed-Tech,Bengaluru,Seed/ Angel Funding,"1,80,000",IIT,20-29,Corporate,Mixed,1.84,Medium,Mixed,Mixed,Tier 3,Low,1,Active,7
24/07/2018,Digit,Consumer Internet,Pune,Private Equity,"4,50,00,000",MBA,20-29,Corporate,Mixed,0.98,Low,Mixed,Mixed,Tier 2,Low,5,Active,10
25/07/2018,Black Soil,Finance,Mumbai,Private Equity,"1,70,00,000",Arts,20-29,Corporate,Male-Dominated,0.2,Medium,Mixed,Mixed,Tier 1,Medium,5,Unicorn,7
25/07/2018,Trell,Consumer Internet,Bengaluru,Seed/ Angel Funding,"12,50,000",IIM,30-39,Entrepreneur,Mixed,2.27,High,B2B,B2B,Tier 3,Low,3,Failed,12
25/07/2018,iqlect,Technology,Bengaluru,Seed/ Angel Funding,"25,00,000",MBA,20-29,Consultant,Mixed,0.23,High,B2B,B2B,Tier 3,High,2,Unicorn,4
26/07/2018,Entropik,IT,Bengaluru,Seed/ Angel Funding,"11,00,000",IIM,40-49,Engineer,Male-Dominated,1.48,High,B2B,B2B,Tier 3,Low,2,Failed,9
26/07/2018,Bitla Software,Technology,Bengaluru,Private Equity,,IIM,20-29,Consultant,Mixed,4.29,Medium,Mixed,Mixed,Tier 3,Low,2,Unicorn,15
26/07/2018,TheCapitalNet,Fin-Tech,Hyderabad,Private Equity,"5,00,000",IIT,50-59,Engineer,Female-Dominated,4.11,High,Mixed,Mixed,Tier 2,High,1,Active,6
30/07/2018,Shuttl,Consumer Internet,Gurugram,Private Equity,"1,10,00,000",MBA,30-39,Corporate,Mixed,4.41,Medium,B2C,B2C,Tier 3,Medium,4,Failed,4
30/07/2018,Cure Fit,Consumer Internet,Bengaluru,Private Equity,"12,00,00,000",MBA,40-49,Teacher,Mixed,1.22,Medium,B2C,B2C,Tier 3,High,5,Active,12
31/07/2018,Five Star Group,Fin-Tech,Chennai,Private Equity,"10,00,00,000",MBA,50-59,Corporate,Male-Dominated,4.43,Low,B2B,B2B,Tier 2,High,5,Active,13
31/07/2018,Healthsignz,Healthcare,Hyderabad,Seed/ Angel Funding,"50,00,000",IIT,40-49,Corporate,Mixed,4.27,Low,B2C,B2C,Tier 2,Low,2,Active,14
01/06/2018,CoinTribe,Finance,Gurugram,Private Equity,"1,00,00,000",Arts,20-29,Corporate,Male-Dominated,0.62,Medium,B2B,B2B,Tier 3,Medium,3,Unicorn,4
04/06/2018,Digiconectt,Technology,Bengaluru,Seed/ Angel Funding,"1,25,000",Harvard,30-39,Entrepreneur,Male-Dominated,3.56,Medium,B2B,B2B,Tier 3,Low,2,Active,3
04/06/2018,Kashmir Box,E-Commerce,Srinagar,Seed/ Angel Funding,,Arts,30-39,Engineer,Male-Dominated,3.09,High,B2C,B2C,Tier 3,Low,1,Failed,11
05/06/2018,Crowdera,Finance,Nagpur,Seed/ Angel Funding,,Dropout,40-49,Engineer,Male-Dominated,3.62,Low,B2B,B2B,Tier 3,Low,2,Acquired,13
05/06/2018,Zoctr,Healthcare,Mumbai,Seed/ Angel Funding,,IIT,40-49,Engineer,Female-Dominated,2.44,Medium,B2B,B2B,Tier 1,High,2,Acquired,12
07/06/2018,Annapurna Finance,Finance,Bhubneswar,Private Equity,"2,30,00,000",IIT,30-39,Engineer,Male-Dominated,4.34,Low,B2B,B2B,Tier 3,Low,5,Unicorn,3
07/06/2018,Meesho,Consumer Internet,Bengaluru,Private Equity,"1,15,00,000",IIM,30-39,Corporate,Male-Dominated,1.99,Medium,B2C,B2C,Tier 3,Medium,5,Failed,10
10/06/2018,AyeFinance,Finance,Gurugram,Private Equity,"2,15,00,000",MBA,30-39,Engineer,Mixed,1.68,Low,B2C,B2C,Tier 3,High,4,Acquired,1
11/06/2018,Theranosis,Healthcare,Hyderabad,Seed/ Angel Funding,,Dropout,40-49,Consultant,Male-Dominated,2.29,Low,B2C,B2C,Tier 2,Low,1,Unicorn,1
12/06/2018,Alpha Capital,Finance,Mumbai,Private Equity,"1,48,00,000",IIM,20-29,Entrepreneur,Mixed,2.16,High,B2C,B2C,Tier 1,Medium,4,Failed,8
12/06/2018,eshakti,E-Commerce,Chennai,Private Equity,"1,01,00,000",IIT,20-29,Corporate,Female-Dominated,2.04,Medium,B2B,B2B,Tier 2,Low,5,Active,14
12/06/2018,Daily Ninja,Consumer Internet,Bengaluru,Seed/ Angel Funding,"30,00,000",Stanford,30-39,Engineer,Mixed,1.53,High,Mixed,Mixed,Tier 3,Medium,2,Active,4
13/06/2018,NirogStreet,Healthcare,Gurugram,Seed/ Angel Funding,"3,000,00",IIM,30-39,Consultant,Male-Dominated,2.24,Medium,Mixed,Mixed,Tier 3,Low,1,Active,5
13/06/2018,Nivesh,Finance,Noida,Seed/ Angel Funding,"4,50,000",Arts,50-59,Corporate,Mixed,0.98,Medium,B2C,B2C,Tier 3,Low,2,Unicorn,13
13/06/2018,What\\xe2\\x80\\x99s Up Life,Consumer Internet,Gurugram,Seed/ Angel Funding,,IIM,30-39,Corporate,Mixed,4.84,Medium,B2B,B2B,Tier 3,High,2,Failed,15
14/06/2018,HomeLane,Consumer Internet,Bengaluru,Seed/ Angel Funding,"34,50,000",IIM,40-49,Corporate,Mixed,4.94,High,B2C,B2C,Tier 3,Low,4,Unicorn,8
14/06/2018,Network Intelligence,Technology,Mumbai,Private Equity,"48,00,000",Harvard,20-29,Engineer,Male-Dominated,2.12,Medium,B2B,B2B,Tier 1,Medium,3,Failed,14
18/06/2018,Tynor Othontics,Healthcare,Chandigarh,Private Equity,"2,10,00,000",Dropout,30-39,Engineer,Male-Dominated,4.56,High,Mixed,Mixed,Tier 3,Low,4,Acquired,8
18/06/2018,Elucidata,IT,Delhi & Cambridge,Seed/ Angel Funding,"17,00,000",MBA,30-39,Entrepreneur,Male-Dominated,1.26,Medium,Mixed,Mixed,Tier 3,Low,4,Failed,2
19/06/2018,Chrysalis,Ed-Tech,Pune,Seed/ Angel Funding,,Arts,40-49,Engineer,Male-Dominated,2.76,Medium,B2C,B2C,Tier 2,High,1,Active,1
19/06/2018,RentSher,Consumer Internet,Bengaluru,Seed/ Angel Funding,"11,00,000",MBA,20-29,Corporate,Mixed,1.63,Low,B2C,B2C,Tier 3,High,3,Failed,9
20/06/2018,Drip capital,Finance,Mumbai,Private Equity,"1,50,00,000",Dropout,30-39,Teacher,Male-Dominated,3.32,Medium,Mixed,Mixed,Tier 1,High,3,Acquired,7
22/06/2018,WickedRide,Consumer Internet,Bengaluru,Private Equity,"91,00,000",IIM,20-29,Engineer,Male-Dominated,4.19,Low,Mixed,Mixed,Tier 3,Low,3,Active,4
25/06/2018,PolicyBazaar,Consumer Internet,Gurugram,Private Equity,"20,00,00,000",Arts,40-49,Consultant,Male-Dominated,4.38,High,Mixed,Mixed,Tier 3,Low,4,Failed,1
25/06/2018,HipBar,Consumer Internet,Bengaluru,Private Equity,"40,00,000",IIT,30-39,Engineer,Male-Dominated,0.95,High,B2B,B2B,Tier 3,Medium,4,Failed,8
25/06/2018,Sqqrl,Finance,Gurugram,Seed/ Angel Funding,"10,00,000",IIM,30-39,Entrepreneur,Male-Dominated,0.96,Medium,B2B,B2B,Tier 3,High,2,Failed,13
26/06/2018,Paytm,Technology,Noida,Private Equity,"89,50,000",Arts,30-39,Corporate,Male-Dominated,0.26,Medium,B2B,B2B,Tier 3,High,3,Acquired,10
26/06/2018,Sigtuple,Healthcare,Bengaluru,Private Equity,"1,90,00,000",Dropout,30-39,Engineer,Male-Dominated,0.59,Low,B2C,B2C,Tier 3,Medium,4,Unicorn,6
27/06/2018,Wow Express,Technology,Mumbai,Private Equity,"45,00,000",Stanford,20-29,Engineer,Mixed,0.42,Low,B2B,B2B,Tier 1,High,3,Acquired,11
28/06/2018,Front Desk AI,Technology,Bengaluru,Seed/ Angel Funding,"11,00,000",Stanford,30-39,Entrepreneur,Male-Dominated,2.37,Low,B2C,B2C,Tier 3,Low,4,Failed,15
28/06/2018,Edureka,Ed-Tech,Bengaluru,Seed/ Angel Funding,"20,00,000",Dropout,30-39,Entrepreneur,Male-Dominated,4.29,High,B2C,B2C,Tier 3,Low,4,Failed,15
29/06/2018,Numeroseven,Technology,Kolkatta,Seed/ Angel Funding,,IIT,20-29,Engineer,Male-Dominated,2.77,Medium,B2B,B2B,Tier 3,High,2,Unicorn,4
02/05/2018,OpenTap,Finance,Chennai,Seed / Angel Funding,"4,50,000",IIT,40-49,Consultant,Male-Dominated,1.17,High,B2C,B2C,Tier 2,High,2,Failed,9
02/05/2018,Bizongo,Consumer Internet,Mumbai,Private Equity,"2,20,00,000",IIT,20-29,Engineer,Male-Dominated,2.81,Medium,B2B,B2B,Tier 1,High,4,Acquired,12
03/05/2018,Disprz,IT,Chennai,Seed / Angel Funding,"25,00,000",IIT,20-29,Engineer,Mixed,3.35,Medium,B2B,B2B,Tier 2,Low,2,Failed,5
07/05/2018,PaisaDukan,Consumer Internet,Mumbai,Seed / Angel Funding,"2,25,000",Dropout,30-39,Corporate,Male-Dominated,2.55,Medium,B2B,B2B,Tier 1,High,2,Active,2
09/05/2018,i3sysytems,Technology,Mumbai,Seed / Angel Funding,"10,00,000",Dropout,30-39,Consultant,Mixed,1.53,Low,B2B,B2B,Tier 1,Low,2,Acquired,5
11/05/2018,Earth Food,Consumer Internet,Pune,Seed / Angel Funding,"9,49,000",MBA,30-39,Engineer,Male-Dominated,1.88,Medium,B2C,B2C,Tier 2,High,1,Active,13
14/05/2018,Nykaa,Consumer Internet,Mumbai,Private Equity,"2,40,00,000",IIM,40-49,Entrepreneur,Mixed,4.26,Low,B2B,B2B,Tier 1,Medium,5,Active,10
16/05/2018,mfine,Healthcare,Bengaluru,Private Equity,4200000,MBA,40-49,Engineer,Male-Dominated,4.42,High,B2B,B2B,Tier 3,Low,3,Active,6
21/05/2018,Rocketium,Technology,Bengaluru,Seed/ Angel Funding,"3,00,000",MBA,20-29,Engineer,Mixed,0.97,Low,B2B,B2B,Tier 3,High,2,Acquired,14
21/05/2018,MilkBasket,Technology,Gurugram,Private Equity,"70,00,000",IIM,30-39,Engineer,Male-Dominated,0.42,Medium,Mixed,Mixed,Tier 3,High,5,Active,8
22/05/2018,Vola,Finance,Bengaluru,Seed/ Angel Funding,"5,00,000",IIT,30-39,Corporate,Male-Dominated,3.64,High,B2C,B2C,Tier 3,High,1,Failed,4
22/05/2018,Cashkumar,Consumer Internet,Bengaluru,Seed/ Angel Funding,"7,35,000",MBA,20-29,Consultant,Mixed,1.42,Medium,Mixed,Mixed,Tier 3,Low,1,Failed,8
23/05/2018,Edyoo,E-Commerce,Bengaluru,Seed/ Angel Funding,"7,35,000",IIM,20-29,Engineer,Male-Dominated,2.72,Low,B2C,B2C,Tier 3,Low,1,Unicorn,3
23/05/2018,Aashiyaan,Finance,Kolkata,Seed/ Angel Funding,"20,00,000",Arts,20-29,Engineer,Female-Dominated,3.54,Low,B2C,B2C,Tier 3,Medium,2,Unicorn,11
24/05/2018,Smartivity,Ed-tech,Delhi,Seed/ Angel Funding,"20,00,000",IIT,20-29,Corporate,Male-Dominated,3.15,High,Mixed,Mixed,Tier 1,Low,3,Failed,8
24/05/2018,Bonphulapl,Clean-tech,Delhi,Seed/ Angel Funding,"2,93,000",Dropout,30-39,Engineer,Male-Dominated,4.18,High,B2B,B2B,Tier 1,Medium,1,Unicorn,9
27/05/2018,Acko,Consumer Internet,Mumbai,Seed/ Angel Funding,"1,20,00,000",IIM,30-39,Entrepreneur,Male-Dominated,3.02,High,B2B,B2B,Tier 1,Medium,4,Active,9
28/05/2018,HWell24,Healthcare,Mumbai,Seed/ Angel Funding,"2,00,000",MBA,30-39,Engineer,Male-Dominated,1.54,Medium,B2B,B2B,Tier 1,Low,2,Unicorn,6
29/05/2018,Toffee,Consumer Internet,Gurugram,Seed/ Angel Funding,"15,00,000",IIM,40-49,Engineer,Male-Dominated,1.06,Low,B2C,B2C,Tier 3,Low,4,Failed,12
29/05/2018,Tonetag,Technology,Bengaluru,Private Equity,"80,00,000",IIT,20-29,Engineer,Male-Dominated,2.81,High,B2B,B2B,Tier 3,Medium,3,Unicorn,7
30/05/2018,Events High,Consumer Internet,Bengaluru,Private Equity,,IIT,50-59,Consultant,Mixed,4.82,High,B2B,B2B,Tier 3,High,1,Unicorn,10
30/05/2018,Stellaps,Technology,Bengaluru,Private Equity,"1,40,00,000",Harvard,20-29,Engineer,Male-Dominated,2.23,Low,B2B,B2B,Tier 3,Low,3,Unicorn,4
31/05/2018,Credright,Consumer Internet,Hyderabad,Seed/ Angel Funding,"13,000,00",IIM,30-39,Engineer,Male-Dominated,3.6,High,B2C,B2C,Tier 2,Low,3,Active,4
02/04/2018,Fitternity,Consumer Internet,Mumbai,Private Equity,"20,00,000",IIM,30-39,Teacher,Male-Dominated,0.71,Medium,B2C,B2C,Tier 1,High,4,Unicorn,2
02/04/2018,Synctag,Technology,Coimbatore,Seed / Angel Funding,"3,07,600",IIM,20-29,Engineer,Male-Dominated,3.94,Medium,B2B,B2B,Tier 3,Low,2,Failed,8
02/04/2018,Benepik,Technology,Gurugram,Seed / Angel Funding,,MBA,30-39,Engineer,Male-Dominated,0.6,Medium,B2B,B2B,Tier 3,Medium,2,Acquired,15
02/04/2018,Finzy,Consumer Internet,Bengaluru,Seed / Angel Funding,"13,00,000",Stanford,50-59,Consultant,Male-Dominated,2.7,Medium,B2B,B2B,Tier 3,Medium,2,Unicorn,13
04/04/2018,Varthana,Finance,Bengaluru,Private Equity,"5,50,00,000",IIM,30-39,Entrepreneur,Mixed,2.4,Medium,B2B,B2B,Tier 3,Medium,4,Failed,4
05/04/2018,IndigoLearn,Ed-Tech,Hyderabad,Seed / Angel Funding,"1,50,000",IIT,20-29,Teacher,Male-Dominated,2.6,Medium,B2B,B2B,Tier 2,High,2,Active,5
05/04/2018,Vedantu,Ed-Tech,Bangalore,Private Equity,"1,00,00,000",IIT,30-39,Consultant,Male-Dominated,1.43,Medium,B2B,B2B,Tier 1,Low,4,Unicorn,12
09/04/2018,Kaleidofin,Fiinance,Chennai,Seed / Angel Funding,"28,00,000",Arts,20-29,Corporate,Male-Dominated,4.67,Medium,B2C,B2C,Tier 2,Medium,4,Unicorn,2
09/04/2018,Pipabella,Consumer Internet,Mumbai,Seed / Angel Funding,"1,000,000,",IIT,30-39,Teacher,Female-Dominated,2.18,Medium,B2B,B2B,Tier 1,Low,1,Acquired,5
09/04/2018,Elemential,Technology,Mumbai,Seed / Angel Funding,,IIT,30-39,Corporate,Male-Dominated,3.85,Low,Mixed,Mixed,Tier 1,High,2,Acquired,3
09/04/2018,Kriger Campus,Ed-Tech,Delhi,Seed / Angel Funding,"46,140",Arts,20-29,Engineer,Male-Dominated,3.75,Medium,Mixed,Mixed,Tier 1,Low,2,Active,10
